Plano manut.,CenTrab respon.,Texto item man.,Loc.instalação,Data planejada,Dta.iníc.progr.,Data encermto.,Última ordem,Ordem,Tipo de ordem
TIUGDTGM000A,TSEBAPM,Teste operativo (IUG) GM-01,MT-S-41207-INCA-GM-01,2/12/2025,2/12/2025,,2200266123,,TDET
TUNPDTGM001A,TTANPPM,Teste operativo (UNP) GM-1,MT-S-40327-INCA-GM-1,3/12/2025,3/12/2025,,2200266217,,TDET
TBC3DTGM001A,TLEIBPM,Teste operativo (BC3) GM-1,MT-S-44302-INCA-GM-1,3/12/2025,3/12/2025,,2200265880,,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,3/12/2025,3/12/2025,,2200265931,,TDET
TTQLDTDJ028A,TCNTQPM,Teste operativo (TQL) DJ-7K4,MT-S-41202-FT03-DJ-7K4,4/12/2025,4/12/2025,,2200242586,,TDET
TRBSDTDJ011A,TCNRBPM,Teste operativo (RBS) DJ-15K4,MT-S-41203-DL15-DJ-15K4,4/12/2025,4/12/2025,,2200242507,,TDET
TRBSDTDJ012A,TCNRBPM,Teste operativo (RBS) DJ-16K4,MT-S-41203-DL16-DJ-16K4,4/12/2025,4/12/2025,,2200242508,,TDET
TZPRDTGM001A,TNTVPPM,Teste operativo (ZPR) GM-1,MT-S-41213-INCA-GM-1,4/12/2025,4/12/2025,,2200264624,,TDET
TRBSDTDJ049A,TCNRBPM,Teste operativo (RBS) DJ-8K4,MT-S-41203-FT04-DJ-8K4,5/12/2025,5/12/2025,,2200242510,,TDET
TVZPDTDJ006A,TNTVPPM,Teste operativo (VZP) DJ-17K4,MT-S-72110-DL17-DJ-17K4,5/12/2025,5/12/2025,,,,TDET
TCNLDTDJ009A,TSECNPM,Teste operativo (CNL) DJ-6K4,MT-S-42605-DM06-DJ-6K4,5/12/2025,5/12/2025,,2200243306,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,5/12/2025,5/12/2025,,2200266135,,TDET
TTQLDTGM001A,TCNTQPM,Teste operativo (TQL) GM-1,MT-S-41202-INCA-GM-1,5/12/2025,5/12/2025,,2200265073,,TDET
TCNLDTCH017A,TSECNPM,Teste operativo (CNL) CH-8K5_5T,MT-S-42605-DL08-CH-8K5_5T,6/12/2025,8/12/2025,,2200261180,2200261180,TDET
TCNLDTCH003A,TSECNPM,Teste operativo (CNL) CH-1J6,MT-S-42605-DL01-CH-1J6,6/12/2025,8/12/2025,,2200261179,2200261179,TDET
TMQTDTDJ015A,TLEMQPM,Teste operativo (MQT) DJ-23M4,MT-S-41102-FL22-DJ-23M4,6/12/2025,6/12/2025,,2200258882,,TDET
TSGTDTGM001A,TTASGPM,Teste operativo (SGT) GM-1,MT-S-41105-INCA-GM-1,6/12/2025,6/12/2025,,2200264789,,TDET
TJFADTDJ020A,TSEJFPM,Teste operativo (JFA) DJ-14K4,MT-S-71113-DM14-DJ-14K4,7/12/2025,7/12/2025,,2200248566,,TDET
TGVDDTDJ001A,TLEGVPM,Teste operativo (GVD) DJ-2F4,MT-S-43604-FT14-DJ-2F4,7/12/2025,7/12/2025,,2200255103,,TDET
TSGPDTGM001A,TCNSGPM,Teste operativo (SGP) GM-1,MT-S-41107-INCA-GM-1,7/12/2025,7/12/2025,,2200264459,,TDET
TORPDTGM001A,TSEOPPM,Teste operativo (ORP) GM-1,MT-S-42507-INCA-GM-1,7/12/2025,7/12/2025,,2200264224,,TDET
TJCBDTGM001A,TSECNPM,Teste operativo (JCB) GM-1,MT-S-70157-INCA-GM-1,7/12/2025,7/12/2025,,2200265739,,TDET
TITDDTGM001A,TSEOPPM,Teste operativo (ITD) GM-1,MT-S-70179-INCA-GM-1,7/12/2025,7/12/2025,,2200264193,,TDET
TNLSDTGM001A,TSEOPPM,Teste operativo (NLS) GM-1,MT-S-70178-INCA-GM-1,7/12/2025,7/12/2025,,2200264200,,TDET
TGVSDTRL001A,TLEGVPM,Teste operativo (GVS) RL-3F4,MT-S-43604-DC01-RL-3F4,7/12/2025,7/12/2025,,2200251204,,TDET
TIIGDTDJ011A,TLEIPPM,Teste operativo (IIG) DJ-4M4,MT-S-41401-FT01-DJ-4M4,8/12/2025,8/12/2025,,2200243626,,TDET
TTTDDTDJ003A,TLEIPPM,Teste operativo (TTD) DJ-1M4,MT-S-74399-FT01-DJ-1M4,8/12/2025,8/12/2025,,2200248178,,TDET
TTTDDTDJ005A,TLEIPPM,Teste operativo (TTD) DJ-519F4,MT-S-74399-FT01-DJ-519F4,8/12/2025,8/12/2025,,2200248180,,TDET
TGVSDTDJ004A,TLEGVPM,Teste operativo (GVS) DJ-10F4,MT-S-43604-DD10-DJ-10F4,8/12/2025,8/12/2025,,2200246368,,TDET
TIIGDTDJ004A,TLEIPPM,Teste operativo (IIG) DJ-1M4,MT-S-41401-FL01-DJ-1M4,8/12/2025,8/12/2025,,2200248561,,TDET
TGVDDTDJ003A,TLEGVPM,Teste operativo (GVD) DJ-11F4,MT-S-43604-DD11-DJ-11F4,8/12/2025,8/12/2025,,2200251873,,TDET
TUJGDTDJ005A,TTAJGPM,Teste operativo (UJG) DJ-9K4,MT-S-41210-DL09-DJ-9K4,8/12/2025,8/12/2025,,2200253294,,TDET
TSGTDTDJ011A,TTASGPM,Teste operativo (SGT) DJ-4P4,MT-S-41105-FM04-DJ-4P4,8/12/2025,8/12/2025,,2200245468,,TDET
TSGTDTDJ007A,TTASGPM,Teste operativo (SGT) DJ-5P4,MT-S-41105-FL05-DJ-5P4,8/12/2025,8/12/2025,,2200245467,,TDET
TZTDDTDJ001A,TLEIPPM,Teste operativo (ZTD) DJ-3M4,MT-S-70163-FL03-DJ-3M4,8/12/2025,8/12/2025,,2200247936,,TDET
TZTDDTDJ002A,TLEIPPM,Teste operativo (TTD) DJ-4M4,MT-S-70163-FL04-DJ-4M4,8/12/2025,8/12/2025,,2200247937,,TDET
TUGMDTGM000A,TLEIPPM,Teste operativo (UGM) GM-1,MT-S-70277-INCA-GM-1,8/12/2025,8/12/2025,,2200264141,,TDET
TTTDDTRL009A,TLEIPPM,Teste operativo (TTD) RL-514F4,MT-S-74399-DM14-RL-514F4,8/12/2025,8/12/2025,,2200247909,,TDET
TIIGDTRL015A,TLEIPPM,Teste operativo (IIG) RL-114F4,MT-S-41401-DD14-RL-114F4,8/12/2025,8/12/2025,,2200248801,,TDET
TUEMDTDJ039A,TTAEMPM,Teste operativo (UEM) DJ-107F4,MT-S-41103-FT07-DJ-107F4,9/12/2025,9/12/2025,,2200255363,,TDET
TUEMDTDJ040A,TTAEMPM,Teste operativo (UEM) DJ-110F4,MT-S-41103-FT10-DJ-110F4,9/12/2025,9/12/2025,,2200251044,,TDET
TCNLDTGM000A,TSECNPM,Teste operativo (CNL) GM-01,MT-S-42605-INCA-GM-01,9/12/2025,9/12/2025,,2200264950,,TDET
TIBQDTGM001A,TLEIBPM,Teste operativo (IBQ) GM-1,MT-S-70177-INCA-GM-1,9/12/2025,9/12/2025,,2200265249,,TDET
TUTMDTRL002A,TNTTMPM,Teste operativo (UTM) RL-32F4,MT-S-41211-DD32-RL-32F4,9/12/2025,9/12/2025,,2200243202,,TDET
TUBGDTGM001A,TLEGVPM,Teste operativo (UBG) GM-1,MT-S-72183-INCA-GM-1,10/12/2025,10/12/2025,,2200263424,,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,10/12/2025,10/12/2025,,2200265931,,TDET
TVZQDTGM000A,TNTVPPM,Teste operativo (VZQ) GM-1,MT-S-79321-INCA-GM-1,10/12/2025,10/12/2025,,2200264745,,TDET
TIBADTCD001A,TLEIBPM,Teste operativo (IBA) CD-270F4_VM,MT-S-42503-DC01-CD-270F4_VM,11/12/2025,11/12/2025,,2200250902,,TDET
TIBADTCD002A,TLEIBPM,Teste operativo (IBA) CD-270F4_AZ,MT-S-42503-DC01-CD-270F4_AZ,11/12/2025,11/12/2025,,2200250903,,TDET
TIBADTCD003A,TLEIBPM,Teste operativo (IBA) CD-270F4_BR,MT-S-42503-DC01-CD-270F4_BR,11/12/2025,11/12/2025,,2200250904,,TDET
TRBSDTCH202A,TCNRBPM,Teste operativo (RBS) CH-6K3,MT-S-41203-DL06-CH-6K3,11/12/2025,11/12/2025,,2200261762,2200261762,TDET
TRBSDTCH015A,TCNRBPM,Teste operativo (RBS) CH-6K2,MT-S-41203-DL06-CH-6K2,11/12/2025,11/12/2025,,2200261761,2200261761,TDET
TRBSDTCH207A,TCNRBPM,Teste operativo (RBS) CH-6K6,MT-S-41203-DL06-CH-6K6,11/12/2025,11/12/2025,,2200261763,2200261763,TDET
TSBADTGM001A,TCNTQPM,Teste operativo (SBA) GM-1,MT-S-40163-INCA-GM-1,11/12/2025,11/12/2025,,2200264681,,TDET
TIIGDTGM000A,TLEIPPM,Teste operativo (IIG) GM-01,MT-S-41401-INCA-GM-01,11/12/2025,11/12/2025,,2200263766,,TDET
TJFADTCH035A,TSEJFPM,Teste operativo (JFA) CH-3K3,MT-S-71113-DT02-CH-3K3,12/12/2025,12/12/2025,,2200261804,2200261804,TDET
TJFADTCH036A,TSEJFPM,Teste operativo (JFA) CH-3K5,MT-S-71113-DT02-CH-3K5,12/12/2025,12/12/2025,,2200261805,2200261805,TDET
TJFADTCH037A,TSEJFPM,Teste operativo (JFA) CH-3K6,MT-S-71113-DT02-CH-3K6,12/12/2025,12/12/2025,,2200261806,2200261806,TDET
TTQLDTDJ003A,TCNTQPM,Teste operativo (TQL) DJ-5K4,MT-S-41202-DL05-DJ-5K4,12/12/2025,12/12/2025,,2200244770,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,12/12/2025,12/12/2025,,2200266135,,TDET
TIBADTCH037A,TLEIBPM,Teste operativo (IBA) CH-1M0,MT-S-42503-FMM1-CH-1M0,13/12/2025,15/12/2025,,2200261915,2200261915,TDET
TIIGDTDJ005A,TLEIPPM,Teste operativo (IIG) DJ-2M4,MT-S-41401-FL02-DJ-2M4,14/12/2025,14/12/2025,,2200245268,,TDET
TUEMDTDJ004A,TTAEMPM,Teste operativo (UEM) DJ-6K4,MT-S-41103-DL06-DJ-6K4,15/12/2025,15/12/2025,,2200251969,,TDET
TBRRDTDJ038A,TCNBRPM,Teste operativo (BRR) DJ-102P4,MT-S-41206-FT01-DJ-102P4,15/12/2025,15/12/2025,,2200244391,,TDET
TVPNDTDJ007A,TCNVEPM,Teste operativo (VPN) DJ-8U4,MT-S-41104-FL08-DJ-8U4,15/12/2025,15/12/2025,,2200244191,,TDET
TUTMDTDJ011A,TNTTMPM,Teste operativo (UTM) DJ-13P4,MT-S-41211-FL13-DJ-13P4,16/12/2025,16/12/2025,,2200245650,,TDET
TUSSDTDJ001A,TTASSPM,Teste operativo (USS) DJ-1U4,MT-S-41150-DG02-DJ-1U4,16/12/2025,16/12/2025,,2200249095,,TDET
TBCADTDJ020A,TSEBAPM,Teste operativo (BCA) DJ-207F4,MT-S-41205-DT04-DJ-207F4,16/12/2025,16/12/2025,,2200250870,,TDET
TSLQDTDJ002A,TCNSLPM,Teste operativo (SLQ) DJ-8062,MT-S-70214-FL06-DJ-8062,16/12/2025,16/12/2025,,2200252153,,TDET
TSLQDTDJ010A,TCNSLPM,Teste operativo (SLQ) DJ-8052,MT-S-70214-FM05-DJ-8052,16/12/2025,16/12/2025,,3200020577,,TPSV
TPMNDTGM000A,TCNPMPM,Teste operativo (PMN) GM-1,MT-S-41201-INCA-GM-1,16/12/2025,16/12/2025,,2200264899,,TDET
TGVDDTGM000A,TLEGVPM,Teste operativo (GVD) GM-1,MT-S-43604-INCA-GM-1,16/12/2025,16/12/2025,,2200264554,,TDET
TGVSDTGM000A,TLEGVPM,Teste operativo (GVS) GM-1,MT-S-70276-INCA-GM-1,16/12/2025,16/12/2025,,2200266204,,TDET
TBRRDTDJ035A,TCNBRPM,Teste operativo (BRR) DJ-3K4,MT-S-41206-DL03-DJ-3K4,17/12/2025,17/12/2025,,2200243821,,TDET
TBRRDTDJ043A,TCNBRPM,Teste operativo (BRR) DJ-2K4,MT-S-41206-FT01-DJ-2K4,17/12/2025,17/12/2025,,2200243797,,TDET
TUTMDTDJ016A,TNTTMPM,Teste operativo (UTM) DJ-5P4,MT-S-41211-DG03-DJ-5P4,17/12/2025,17/12/2025,,,,TDET
TCSNDTGM001A,TLEGVPM,Teste operativo (CSN) GM-1,MT-S-74102-INCA-GM-1,17/12/2025,17/12/2025,,2200264085,,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,17/12/2025,17/12/2025,,2200265931,,TDET
TUSSDTDJ002A,TTASSPM,Teste operativo (USS) DJ-4U4,MT-S-41150-DG03-DJ-4U4,18/12/2025,18/12/2025,,2200247283,,TDET
TIJADTDJ009A,TSEIJPM,Teste operativo (IJA) DJ-9U4,MT-S-40313-FL09-DJ-9U4,18/12/2025,18/12/2025,,2200246430,,TDET
TGVSDTDJ001A,TLEGVPM,Teste operativo (GVS) DJ-7F4,MT-S-43604-DD07-DJ-7F4,19/12/2025,19/12/2025,,2200250627,,TDET
TGVSDTDJ037A,TLEGVPM,Teste operativo (GVS) DJ-6F4,MT-S-43604-DM06-DJ-6F4,19/12/2025,19/12/2025,,2200199528,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,19/12/2025,19/12/2025,,2200266135,,TDET
TIJADTGM001A,TSEIJPM,Teste operativo (IJA) GM-1,MT-S-40313-INCA-GM-1,19/12/2025,19/12/2025,,2200265104,,TDET
TBRRDTGM001A,TCNBRPM,Teste operativo (BRR) GM-1,MT-S-41206-INCA-GM-1,19/12/2025,19/12/2025,,2200265103,,TDET
TBRNDTGM000A,TLEMQPM,Teste operativo (BRN) GM-1,MT-S-70250-INCA-GM-1,19/12/2025,19/12/2025,,2200265102,,TDET
TUTMDTGM001A,TNTTMPM,Teste operativo (UTM) GM-1,MT-S-41211-INCA-GM-1,20/12/2025,20/12/2025,,2200265132,,TDET
TGVDDTCH031B,TLEGVPM,Teste operativo (GVD) CH-17F3_VM,MT-S-43604-DD17-CH-17F3_VM,21/12/2025,22/12/2025,,2200262414,2200262414,TDET
TGVDDTCH032B,TLEGVPM,Teste operativo (GVD) CH-17F5_AZ,MT-S-43604-DD17-CH-17F5_AZ,21/12/2025,22/12/2025,,2200262415,2200262415,TDET
TPMNDTDJ020A,TCNPMPM,Teste operativo (PMN) DJ-5K4,MT-S-41201-DL05-DJ-5K4,21/12/2025,21/12/2025,,2200263486,,TDET
TCSNDTRL001A,TLEGVPM,Teste operativo (CSN) RL-13F4,MT-S-74102-DC01-RL-13F4,21/12/2025,21/12/2025,,2200247135,,TDET
TGVSDTDJ003A,TLEGVPM,Teste operativo (GVS) DJ-9F4,MT-S-43604-DD09-DJ-9F4,22/12/2025,22/12/2025,,2200252229,,TDET
TBDPDTGM001A,TTABDPM,Teste operativo (BDP) GM-2,MT-S-70113-FE01-GM-2,23/12/2025,23/12/2025,,2200265513,,TDET
TBDPDTGM002A,TTABDPM,Teste operativo (BDP) GM-1,MT-S-70113-INCA-GM-1,23/12/2025,23/12/2025,,2200265514,,TDET
TVPNDTCH042A,TCNVEPM,Teste operativo (VPN) CH-3UT3,MT-S-41104-FT03-CH-3UT3,24/12/2025,26/12/2025,,3200019784,3200019784,TPSV
TPMNDTDJ002A,TCNPMPM,Teste operativo (PMN) DJ-8K4,MT-S-41201-DL08-DJ-8K4,24/12/2025,24/12/2025,,2200263487,,TDET
TVZPDTGM001A,TNTVPPM,Teste operativo (VZP) GM-1,MT-S-72110-INCA-GM-1,24/12/2025,24/12/2025,,2200265757,,TDET
TBCADTRL003A,TSEBAPM,Teste operativo (BCA) RL-209F4,MT-S-41205-DD09-RL-209F4,24/12/2025,24/12/2025,,2200250873,,TDET
TIIGDTDJ003A,TLEIPPM,Teste operativo (IIG) DJ-6K4,MT-S-41401-DL06-DJ-6K4,25/12/2025,25/12/2025,,2200246886,,TDET
TUJGDTDJ037A,TTAJGPM,Teste operativo (UJG) DJ-5K4,MT-S-41210-DM05-DJ-5K4,25/12/2025,25/12/2025,,2200254300,,TDET
TVPNDTGM001A,TCNVEPM,Teste operativo (VPN) GM-1,MT-S-41104-INCA-GM-1,25/12/2025,25/12/2025,,3200021763,,TPSV
TBCADTRL002A,TSEBAPM,Teste operativo (BCA) RL-208F4,MT-S-41205-DD08-RL-208F4,25/12/2025,25/12/2025,,2200250872,,TDET
TJMQDTGM000A,TLEIBPM,Teste operativo (JMQ) GM-1,MT-S-70148-INCA-GM-1,26/12/2025,26/12/2025,,2200265825,,TDET
TBCADTDJ002A,TSEBAPM,Teste operativo (BCA) DJ-4K4,MT-S-41205-DL04-DJ-4K4,27/12/2025,27/12/2025,,2200250868,,TDET
TMCLDTGM000A,TNTMCPM,Teste operativo (MCL) GM-1,MT-S-41209-INCA-GM-1,27/12/2025,27/12/2025,,2200265836,,TDET
TMQTDTGM001A,TLEMQPM,Teste operativo (MQT) GM-1,MT-S-41102-INCA-GM-1,27/12/2025,27/12/2025,,2200265838,,TDET
TCNLDTCH035A,TSECNPM,Teste operativo (CNL) CH-2P3,MT-S-42605-FL02-CH-2P3,28/12/2025,29/12/2025,,2200263267,2200263267,TDET
TCNLDTCH036A,TSECNPM,Teste operativo (CNL) CH-2P5,MT-S-42605-FL02-CH-2P5,28/12/2025,29/12/2025,,2200263268,2200263268,TDET
TUTMDTCH040A,TNTTMPM,Teste operativo (UTM) CH-3P0,MT-S-41211-FMP1-CH-3P0,29/12/2025,29/12/2025,,2200263517,2200263517,TDET
TUPEDTCH003A,TLEMQPM,Teste operativo (UPE) CH-1M8_8T,MT-S-40136-FL01-CH-1M8_8T,29/12/2025,29/12/2025,,2200263516,2200263516,TDET
TUEMDTDJ032A,TTAEMPM,Teste operativo (UEM) DJ-7K4,MT-S-41103-DM07-DJ-7K4,29/12/2025,29/12/2025,,2200249925,,TDET
TPMNDTDJ005A,TCNPMPM,Teste operativo (PMN) DJ-3P4,MT-S-41201-FL03-DJ-3P4,29/12/2025,29/12/2025,,3200021001,,TPSV
TUEMDTGM001A,TTAEMPM,Teste operativo (UEM) GM-1,MT-S-41103-INCA-GM-1,29/12/2025,29/12/2025,,2200264858,,TDET
TUJGDTGM001A,TTAJGPM,Teste operativo (UJG) GM-1,MT-S-41101-INCA-GM-1,29/12/2025,29/12/2025,,2200264941,,TDET
TGVSDTRL003A,TLEGVPM,Teste operativo (GVS) RL-5F4,MT-S-43604-DC03-RL-5F4,29/12/2025,29/12/2025,,2200251206,,TDET
TUSSDTGM000A,TTASSPM,Teste operativo (USS) GM-1,MT-S-41150-INCA-GM-1,30/12/2025,30/12/2025,,2200265955,,TDET
TJFADTGM000A,TSEJFPM,Teste operativo (JFA) INFR-GM-1,MT-S-71113-INFR-GM-1,30/12/2025,30/12/2025,,2200265950,,TDET
TBCADTGM000A,TSEBAPM,Teste operativo (BCA) GM-01,MT-S-41205-INCA-GM-01,31/12/2025,31/12/2025,,2200265959,,TDET
TSGTDTCH063A,TTASGPM,Teste operativo (SGT) CH-7U3,MT-S-41105-FM07-CH-7U3,1/1/2026,2/1/2026,,2200263847,2200263847,TDET
TSGTDTCH064A,TTASGPM,Teste operativo (SGT) CH-7U5,MT-S-41105-FM07-CH-7U5,1/1/2026,2/1/2026,,2200263848,2200263848,TDET
TSGTDTCH057A,TTASGPM,Teste operativo (SGT) CH-6U3,MT-S-41105-FR06-CH-6U3,1/1/2026,2/1/2026,,2200263841,2200263841,TDET
TSGTDTCH058A,TTASGPM,Teste operativo (SGT) CH-6U5,MT-S-41105-FR06-CH-6U5,1/1/2026,2/1/2026,,2200263842,2200263842,TDET
TSGTDTCH059A,TTASGPM,Teste operativo (SGT) CH-6US3,MT-S-41105-FR06-CH-6US3,1/1/2026,2/1/2026,,2200263843,2200263843,TDET
TSGTDTCH060A,TTASGPM,Teste operativo (SGT) CH-6US5_5R_VM,MT-S-41105-FR06-CH-6US5_5R_VM,1/1/2026,2/1/2026,,2200263844,2200263844,TDET
TSGTDTCH061A,TTASGPM,Teste operativo (SGT) CH-6US5_5R_AZ,MT-S-41105-FR06-CH-6US5_5R_AZ,1/1/2026,2/1/2026,,2200263845,2200263845,TDET
TSGTDTCH062A,TTASGPM,Teste operativo (SGT) CH-6US5_5R_BR,MT-S-41105-FR06-CH-6US5_5R_BR,1/1/2026,2/1/2026,,2200263846,2200263846,TDET
TGVSDTDJ038A,TLEGVPM,Teste operativo (GVS) DJ-GVDJ6_11,MT-S-70276-FL11-DJ-GVDJ6_11,1/1/2026,1/1/2026,,2200257319,,TDET
TIUGDTGM000A,TSEBAPM,Teste operativo (IUG) GM-01,MT-S-41207-INCA-GM-01,1/1/2026,1/1/2026,,2200266123,,TDET
TUEMDTDJ033A,TTAEMPM,Teste operativo (UEM) DJ-8K4,MT-S-41103-DL08-DJ-8K4,2/1/2026,2/1/2026,,2200246901,,TDET
TUEMDTDJ030A,TTAEMPM,Teste operativo (UEM) DJ-13K4,MT-S-41103-FT10-DJ-13K4,2/1/2026,2/1/2026,,2200249924,,TDET
TUNPDTGM001A,TTANPPM,Teste operativo (UNP) GM-1,MT-S-40327-INCA-GM-1,2/1/2026,2/1/2026,,2200266217,,TDET
TBC3DTGM001A,TLEIBPM,Teste operativo (BC3) GM-1,MT-S-44302-INCA-GM-1,2/1/2026,2/1/2026,,2200265880,,TDET
TUBGDTCH001A,TLEGVPM,Teste operativo (UBG) CH-9M1,MT-S-72183-FL09-CH-9M1,3/1/2026,5/1/2026,,2200264044,2200264044,TDET
TUBGDTCH002A,TLEGVPM,Teste operativo (UBG) CH-9M2,MT-S-72183-FL09-CH-9M2,3/1/2026,5/1/2026,,2200264045,2200264045,TDET
TGVDDTCH082B,TLEGVPM,Teste operativo (GVD) CH-10F5_BR,MT-S-43604-DD10-CH-10F5_BR,3/1/2026,5/1/2026,,2200263997,2200263997,TDET
TGVDDTCH083B,TLEGVPM,Teste operativo (GVD) CH-10F5_VM,MT-S-43604-DD10-CH-10F5_VM,3/1/2026,5/1/2026,,2200263998,2200263998,TDET
TGVDDTCH084B,TLEGVPM,Teste operativo (GVD) CH-10F5_AZ,MT-S-43604-DD10-CH-10F5_AZ,3/1/2026,5/1/2026,,2200263999,2200263999,TDET
TZPRDTGM001A,TNTVPPM,Teste operativo (ZPR) GM-1,MT-S-41213-INCA-GM-1,3/1/2026,3/1/2026,,2200264624,,TDET
TTTDDTRL001A,TLEIPPM,Teste operativo (TTD) RL-509F4,MT-S-74399-DD09-RL-509F4,3/1/2026,3/1/2026,,2200246390,,TDET
TBCADTRL005A,TSEBAPM,Teste operativo (BCA) RL-213F4,MT-S-41205-DD13-RL-213F4,3/1/2026,3/1/2026,,2200250874,,TDET
TTTDDTRL000A,TLEIPPM,Teste operativo (TTD) RL-516F4,MT-S-74399-DD16-RL-516F4,3/1/2026,3/1/2026,,2200247908,,TDET
TMCLDTDJ018A,TNTMCPM,Teste operativo (MCL) DJ-212F4,MT-S-41209-DT01-DJ-212F4,4/1/2026,4/1/2026,,2200247976,,TDET
TTQLDTGM001A,TCNTQPM,Teste operativo (TQL) GM-1,MT-S-41202-INCA-GM-1,4/1/2026,4/1/2026,,2200265073,,TDET
TUEMDTDJ026A,TTAEMPM,Teste operativo (UEM) DJ-3F4,MT-S-41103-DT08-DJ-3F4,5/1/2026,5/1/2026,,2200254223,,TDET
TSGTDTGM001A,TTASGPM,Teste operativo (SGT) GM-1,MT-S-41105-INCA-GM-1,5/1/2026,5/1/2026,,2200264789,,TDET
TJCBDTCH009A,TSECNPM,Teste operativo (JCB) CH-5P3,MT-S-70157-FM05-CH-5P3,6/1/2026,6/1/2026,,2200264194,2200264194,TDET
TIBADTDJ015A,TLEIBPM,Teste operativo (IBA) DJ-1M4,MT-S-42503-FT01-DJ-1M4,6/1/2026,6/1/2026,,2200265788,2200265788,TDET
TUJGDTDJ019A,TTAJGPM,Teste operativo (UJG) DJ-13U4,MT-S-41101-FL13-DJ-13U4,6/1/2026,6/1/2026,,2200251045,,TDET
TBRRDTDJ045A,TCNBRPM,Teste operativo (BRR) DJ-4K4,MT-S-41206-DL04-DJ-4K4,6/1/2026,6/1/2026,,2200248071,,TDET
TSGPDTGM001A,TCNSGPM,Teste operativo (SGP) GM-1,MT-S-41107-INCA-GM-1,6/1/2026,6/1/2026,,2200264459,,TDET
TORPDTGM001A,TSEOPPM,Teste operativo (ORP) GM-1,MT-S-42507-INCA-GM-1,6/1/2026,6/1/2026,,2200264224,,TDET
TJCBDTGM001A,TSECNPM,Teste operativo (JCB) GM-1,MT-S-70157-INCA-GM-1,6/1/2026,6/1/2026,,2200265739,,TDET
TITDDTGM001A,TSEOPPM,Teste operativo (ITD) GM-1,MT-S-70179-INCA-GM-1,6/1/2026,6/1/2026,,2200264193,,TDET
TNLSDTGM001A,TSEOPPM,Teste operativo (NLS) GM-1,MT-S-70178-INCA-GM-1,6/1/2026,6/1/2026,,2200264200,,TDET
TUEMDTRL002A,TTAEMPM,Teste operativo (UEM) RL-1F4,MT-S-41103-DD01-RL-1F4,6/1/2026,6/1/2026,,2200265673,,TDET
TUJGDTDJ020A,TTAJGPM,Teste operativo (UJG) DJ-14U4,MT-S-41101-FL13-DJ-14U4,7/1/2026,7/1/2026,,2200256432,,TDET
TUGMDTGM000A,TLEIPPM,Teste operativo (UGM) GM-1,MT-S-70277-INCA-GM-1,7/1/2026,7/1/2026,,2200264141,,TDET
TGVSDTDJ018A,TLEGVPM,Teste operativo (GVS) DJ-2J4,MT-S-43604-DL52-DJ-2J4,8/1/2026,8/1/2026,,2200250737,,TDET
TSGTDTDJ013A,TTASGPM,Teste operativo (SGT) DJ-10U4,MT-S-41105-FM10-DJ-10U4,8/1/2026,8/1/2026,,2200252683,,TDET
TSGTDTDJ009A,TTASGPM,Teste operativo (SGT) DJ-11U4,MT-S-41105-FL11-DJ-11U4,8/1/2026,8/1/2026,,2200252682,,TDET
TCNLDTGM000A,TSECNPM,Teste operativo (CNL) GM-01,MT-S-42605-INCA-GM-01,8/1/2026,8/1/2026,,2200264950,,TDET
TIBQDTGM001A,TLEIBPM,Teste operativo (IBQ) GM-1,MT-S-70177-INCA-GM-1,8/1/2026,8/1/2026,,2200265249,,TDET
TVZPDTRL001A,TNTVPPM,Teste operativo (VZP) RL-12F4,MT-S-72110-DL52-RL-12F4,8/1/2026,8/1/2026,,2200258659,,TDET
TUNPDTCH017A,TTANPPM,Teste operativo (UNP) CH-8U5,MT-S-40327-FM08-CH-8U5,9/1/2026,9/1/2026,,2200264467,2200264467,TDET
TUNPDTCH016A,TTANPPM,Teste operativo (UNP) CH-8U3,MT-S-40327-FM08-CH-8U3,9/1/2026,9/1/2026,,2200264466,2200264466,TDET
TTTDDTDJ004A,TLEIPPM,Teste operativo (TTD) DJ-506F4,MT-S-74399-FT01-DJ-506F4,9/1/2026,9/1/2026,,2200248179,,TDET
TIBADTDJ016A,TLEIBPM,Teste operativo (IBA) DJ-7M4,MT-S-42503-FL07-DJ-7M4,9/1/2026,9/1/2026,,2200248799,,TDET
TBRNDTDJ000A,TLEMQPM,Teste operativo (BRN) DJ-2M4,MT-S-70250-FL02-DJ-2M4,9/1/2026,9/1/2026,,2200245946,,TDET
TUBGDTGM001A,TLEGVPM,Teste operativo (UBG) GM-1,MT-S-72183-INCA-GM-1,9/1/2026,9/1/2026,,2200263424,,TDET
TVZQDTGM000A,TNTVPPM,Teste operativo (VZQ) GM-1,MT-S-79321-INCA-GM-1,9/1/2026,9/1/2026,,2200264745,,TDET
